MAR,Label
2.2782952253207482,1
1.2360267623667784,1
1.5153014734155856,1
1.4583923679676354,1
1.48759136894569,1
1.519584604086972,1
1.3999544715587384,1
1.9647266291913257,1
2.1565532005346895,1
2.013335040290408,1
1.9845697790317833,1
1.9726446870645027,1
1.2710363789847332,1
1.7499533782233985,1
1.7118521833714013,1
1.3406285871734007,1
1.539389624705572,1
1.411816423758403,1
1.574424262374884,1
1.6221740430617053,1
1.6061463278912398,1
1.609011301310352,1
1.5585682365088374,1
1.2904610545826083,1
1.6364269690086846,1
1.4274079826087192,1
1.348964800891752,1
1.5756639421942455,1
1.5406163515475582,1
1.3594567127132333,1
1.6047495229567887,1
1.7794629438808491,1
1.6568604850008914,1
1.679596229554716,1
1.2334145715332667,1
1.7506765239037092,1
1.970902912097924,1
1.6182183825794865,1
1.5465980227717036,1
1.8635289694928685,1
1.7272071500463049,1
1.1752033342512358,1
1.1860177722240357,1
1.2704384411448897,1
1.5395567209194612,1
1.201514067785828,1
1.3778495009575364,1
1.610519961943562,1
1.4239997519070116,1
1.380684784737561,1
1.1394708232288684,1
1.0728416577443813,1
1.1327335477608456,1
1.0366941232221718,1
1.0156350554016174,1
0.7228335084977827,1
1.190331107372987,1
0.7173547050976691,1
1.081432549351519,1
1.1585539197426016,1
1.5442169365717984,1
2.419422992282352,1
2.491357773133344,1
2.6148066103806493,1
2.2549704488187015,1
1.4362028864334144,1
2.051401913054471,1
1.2045761981615928,1
2.174983682752272,1
2.2727608104319534,1
2.2557975946943443,1
2.208685577500321,1
1.9544326030826082,1
0.8975079454664815,1
1.0695955207593852,1
0.8832443888051371,1
1.2311368746461941,1
1.3884489620835134,1
1.4316636113875276,1
0.9203702213526295,1
1.3980609384253986,1
1.562665240184536,1
1.212875761557593,1
1.1758856600525018,1
1.299289159433903,1
1.264684301496692,1
1.662899687773466,1
1.6931887503450216,1
1.7060800338960698,1
1.2973236659957341,1
1.4291031107063183,1
1.581131029500557,1
1.5416557704411882,1
1.3958771815026192,1
1.1976060277120635,1
1.42800377151701,1
1.6193822532695226,1
1.4349383785504655,1
1.3952386069681941,1
1.5086843986638265,1
0.9743436237547887,1
1.597620802760519,1
1.1118444929090012,1
1.5128758565243245,1
1.2259104391060023,1
1.5441284666352937,1
1.715529121249497,1
1.6399534463094358,1
1.095059847809092,1
1.8086093882680159,1
2.104827141395199,1
1.9435053786402974,1
1.4497338760029872,1
1.3158494469796074,1
2.5570390142899093,1
2.112256791631902,1
2.053540880390773,1
1.8295558279186628,1
2.3793534931392886,1
2.5605684293602047,1
1.3023263839604071,1
2.3876062943388248,1
2.13051663277922,1
1.5955338423694785,1
1.622142707354622,1
1.866342051473707,1
2.1289362106912337,1
1.1903616231699408,1
1.1541710807645542,1
1.150133191700349,1
1.001287945144141,1
1.4722674166084315,1
1.5359846639867303,1
1.5655550245082288,1
1.6980324669343778,1
1.3076934134341316,1
1.845802164075468,1
1.8639565046231321,1
1.868836020523534,1
1.5590192394593576,1
1.241464905325411,1
1.6737123119119084,1
1.6426166752368447,1
1.538892608558746,1
1.6695643269231444,1
1.5141372100520953,1
1.803459971256492,1
1.831458067669711,1
1.9663391203300136,1
1.4772743825140895,1
1.6872509611423767,1
1.710150585283845,1
1.1144233464527304,1
1.1894082133959225,1
1.4287326658664075,1
1.2945574671423359,1
1.2798129026219878,1
0.9757007267395701,1
1.2671772139091542,1
1.8351707117752984,1
1.8214351004237528,1
1.3088003161691846,1
1.82770645536099,1
1.790267675383133,1
2.3843308780783725,1
2.5430087360900053,1
2.5661944733162922,1
1.2213440620470901,1
2.5029768803556096,1
2.2095833757664987,1
0.74462439982369,1
1.2132767702676415,1
1.4353736686333878,1
1.3918308658474468,1
1.2317523269294943,1
1.4636012242462884,1
1.683851538651926,1
1.3565501355870064,1
1.4409303595586742,1
1.3958068352290667,1
1.2705912293081554,1
1.0035611272050489,1
0.9287357977523152,1
1.7635385846735667,1
1.3457521964465848,1
2.1283174079334066,1
1.3619310574988017,1
1.3492315324579873,1
1.4604544472629208,1
1.6381944152948094,1
1.4484163307235756,1
1.9575563809075072,1
1.235314546677437,1
2.134345728954292,1
2.5186103126549733,1
2.401817184811279,1
2.2338274905281263,1
2.4692099466023434,1
2.381276341087463,1
1.4342043216519182,1
2.049876221364017,1
2.592156901202014,1
2.653119694613772,1
1.6231313537989553,1
2.3509626724924533,1
1.8572728714654871,1
1.781861621995457,1
2.0500385938975327,1
2.080632487433759,1
2.239888732162984,1
1.6671916352289022,1
1.823617071797372,1
2.5237949922855676,1
2.359810921402399,1
2.153696509499995,1
2.0599771456956493,1
2.0853334443143936,1
2.11721450848887,1
1.1443911345696534,1
1.8192147014164188,1
1.2684214289934406,1
2.752459464076071,1
1.0422156290710776,1
1.9667855453939713,1
0.9783196993133529,1
1.4352855401870683,1
1.190399107515868,1
1.5645235495143643,1
1.6346272988508537,1
1.490460665643748,1
1.3003269408564044,1
0.7980815076482711,1
1.2013757163832517,1
1.3925449528922893,1
0.884441874723409,1
2.1336345049090113,1
1.7203599692495701,1
1.5451058101006523,1
0.9860686926216093,1
1.8752511540218735,1
1.4452695824670914,1
2.007124683575316,1
2.7983311612785653,1
2.6088586323898095,1
1.7906292069447527,1
1.6914192074158028,1
0.9848668264214464,1
1.2656596045285724,1
1.4155557244362158,1
0.8802389951505442,1
1.3810454813823503,1
1.436394432570071,1
1.3460666863580595,1
1.107411555244722,1
0.8516195720824569,1
1.9862630156597363,1
1.1788742270092456,1
0.8244977173233592,1
0.7499600769724148,1
1.2085441782786073,1
2.367716478646801,1
2.4297410232620984,1
1.6207315390627743,1
1.9489022921148462,1
1.9772287572273615,1
1.4030214002808183,1
1.797235951481028,1
1.3667492585178977,1
2.091684513624695,1
2.3173768363348124,1
1.865633893018201,1
1.8272068489204916,1
1.5798433943201589,1
2.2521849163795014,1
1.4866872907139923,1
1.6507052720535567,1
1.5462147158372888,1
2.633620743042537,1
1.7396252932709029,1
1.2225489885895382,1
1.6771094928974912,1
1.8768762049150667,1
2.085339127013426,1
1.0605243146863184,1
2.2783095147403225,1
2.385151312689251,1
2.2871766646573524,1
2.2816828897180814,1
1.7105631725007409,1
2.3574654470030545,1
2.630754326116784,1
2.494427661646984,1
2.1402550093422468,1
2.2841241177849105,1
1.605362374294813,1
1.779671424335071,1
2.146541108033859,1
1.8624855989342546,1
1.9530978032260222,1
2.1488103275998136,1
1.2071688673579823,1
2.9652168491726387,1
2.2892951964237405,1
2.2069632853359327,1
1.9159937235125244,1
1.7561059577293465,1
2.3213104373369817,1
2.547411939921689,1
2.5187173988879614,1
1.2758459434878444,1
1.457053163499148,1
1.9625434454850712,1
0.7628719659366093,1
1.923853696722868,1
1.920112081337163,1
1.7549256631891426,1
1.7528578401735782,1
2.245911386513733,1
2.030868131335163,1
1.9451429880108202,1
1.1523957492047314,1
1.8082957183309074,1
1.7128175839378814,1
1.752135771571643,1
1.7015457537913292,1
1.7130700079650398,1
1.8632789351161152,1
1.2758844328881114,1
1.7273947280599742,1
1.8238422131430618,1
1.6961648094567199,1
1.2832579177063799,1
1.5210482069069788,1
1.6569425031781773,1
1.7422848552269967,1
1.7337083784272094,1
0.9523797639607019,1
1.097261393400984,1
1.6183845977855278,1
1.6222470277155572,1
1.6795271684962167,1
1.6730122831823464,1
1.2455283268126185,1
0.3356350017092825,1
0.34033985512518516,1
1.1214171234813417,1
2.3413873967995564,1
2.36552287018199,1
0.7751592469526744,1
1.9606070618544509,1
1.1133600875080425,1
1.3053544973642943,1
1.4754857358517681,1
1.3390403590583433,1
1.5383214640445055,1
1.523614192514759,1
1.1586001421024168,1
2.449429498017289,1
2.3597767040837567,1
2.5200723368556353,1
1.3844778063584724,1
1.2033104482903043,1
1.5393288703409331,1
1.5147795562275903,1
1.1031474592941624,1
1.3387060639977177,1
1.5609106662010994,1
1.597978519325572,1
2.224931085436715,1
2.631060890820978,1
2.3630192578426628,1
1.0415281592553678,1
1.3495627504995995,1
2.2185567265619235,1
2.4951277328563113,1
2.1842401457714153,1
1.7405487009148082,1
1.8333692653808291,1
1.6951977515408476,1
1.9642635361363374,1
1.7421658105580684,1
1.0965278606307995,1
1.741597046056206,1
1.5981161231390721,1
1.2539789980150748,1
1.6548007662852195,1
1.4833674831221497,1
1.7569022607837887,1
1.6900762272736112,1
1.4963276650861774,1
1.3974334448203964,1
1.3539117889860535,1
1.103804631365914,1
1.3946195875573635,1
1.2941258769316417,1
1.3857460072159735,1
1.3750713140155433,1
0.9988241689458468,1
1.760716699743934,1
0.8690397164467478,1
1.4862968682398723,1
1.9984134207969755,1
1.1786919229677928,1
1.91508298737836,1
1.7996799711167664,1
1.930958312522931,1
1.8446869693977284,1
1.5613586441220448,1
1.7412399236215061,1
1.9145328593448994,1
1.9593695583745334,1
2.0838254260546476,1
1.9516552197540566,1
1.1219589464312127,1
2.0602456965044893,1
1.5865715034051846,1
1.0979641292643854,1
0.810619958666881,1
1.1338621639335158,1
0.5705947381124371,1
1.1893733699103013,1
1.4689009223706069,1
0.8246309768432095,1
1.471250373218018,1
0.8924100021274678,1
1.733731978931972,1
1.7504837040523304,1
1.0943472584810718,1
1.900992899146539,1
2.17977604962538,1
