left_EAR,right_EAR,MAR,Label
0.1387968820853056,0.1500619610762591,0.12820773425084767,1
0.13738586963052143,0.13684320838316305,0.19109845484331292,1
0.06614373117430525,0.06862684056827577,0.20595959269939942,1
0.3269123172929417,0.3440441966372732,0.49450893331332335,1
0.32187369109148395,0.32234194997296256,0.22999160810417996,1
0.30249049267251077,0.24716069106740626,0.23011802643291415,1
0.31514342474647505,0.2990789041719464,0.27255822116942774,1
0.08924759928405863,0.12481536093213545,0.1835139872268478,1
0.09074261700565604,0.10063393037265007,0.55680985482028,1
0.025837095398408942,0.02749835354311759,0.21124944344986019,1
0.22498629143829613,0.23440543345728068,0.35074993903510954,1
0.1036219825747207,0.10219348762789902,0.9464152032245651,1
0.07774681599456776,0.07131650208243907,0.2028057245565108,1
0.09487369275220195,0.12491410152212702,0.2966002740454187,1
0.21550401372058475,0.1613361997676771,0.2729698600736727,1
0.09043021290866549,0.07402327252627953,0.22596915903075732,1
0.3433127530622372,0.32735109463705847,0.23127583698557985,1
0.10775773094803223,0.13679260769401355,0.1442630883352948,1
0.3147008339376712,0.29513514882186426,0.2481697461547392,1
0.4290529855491852,0.4488594054838845,1.777925533481716,1
0.3847487443549399,0.3891178471076715,0.4541104995633132,1
0.12119133265961912,0.11415322635947979,0.16580160299670071,1
0.30774422299799564,0.27525411352060397,0.24964705636565307,1
0.13990058105873832,0.14743662943925007,0.22293418631432865,1
0.39106029944475673,0.3805011222817962,0.2403523310555045,1
0.20287806200357802,0.2213172556716994,0.5493157999433113,1
0.05807849181128648,0.08211779775435347,0.2682995010948604,1
0.1292335755191508,0.14755581662486886,0.2732824185728431,1
0.25129580069828356,0.2634844629309385,0.2253228862073778,1
0.09609747151098641,0.11620681080403177,0.2787646659731324,1
0.32452038601024097,0.32032862008151686,0.531568325701301,1
0.14963996705885746,0.13912327043660244,0.19397069974491013,1
0.151922839237251,0.1657512641614934,0.5492519095676164,1
0.36675751066860235,0.4401011761196444,0.286212342876773,1
0.32886201224817363,0.3338159447349799,0.451877475291312,1
0.2970770924228417,0.29950235214841775,0.6037392421390951,1
0.3949076976877047,0.36755921591688706,0.44824002517033507,1
0.10711309743360659,0.14818018860386814,0.24064055612003085,1
0.10203079529816425,0.1095500781229391,0.1557584684155447,1
0.37735918146234787,0.39217321842227976,0.4219292370128237,1
0.10972212085261901,0.11514638746994123,0.2224642211652029,1
0.11930713365582318,0.15424133084799366,0.23670952529101566,1
0.11778522685626484,0.1316785703410374,0.06985014548828586,1
0.3502508619244735,0.37794475279581186,0.42299229534576427,1
0.35505702839465625,0.3300470150240088,0.2180832146507404,1
0.10690418948246672,0.07347326802418737,0.2264491591123097,1
0.264654997362033,0.27541490076224884,0.2502496893972053,1
0.156064196502714,0.17699867798639063,0.1891674530902304,1
0.10298576060074946,0.12026971621969751,0.20679096941496408,1
0.08320281817170672,0.09026749014779381,0.19595624494396177,1
0.3665417201582556,0.34666477844386306,0.22450797856520066,1
0.15318133762024588,0.1482926142796416,0.19254527093480642,1
0.3589765531308438,0.41179546488482466,0.40036376709915567,1
0.12170463389046761,0.13756803444585317,0.28008848503109807,1
0.07450112015039957,0.08414271892824786,0.2513566021200838,1
0.08446908428681581,0.08077024972859435,0.21267552233280482,1
0.13585379205024992,0.15887256356407006,0.27485907431402257,1
0.3531993878379566,0.34229882907376746,0.4669213347635769,1
0.3384287320497005,0.3144171417315284,0.21036435292229258,1
0.3771934002498619,0.3922261618232341,0.37776518445564305,1
0.3485576357140256,0.3381202426113657,0.24449143693432657,1
0.08641752130005911,0.10877413753603203,0.1853001727378884,1
0.17209250598524364,0.14883256363129532,0.18204853389970946,1
0.27420119895779965,0.24938907265600743,0.24732268896743403,1
0.2986785270206425,0.2737789806392626,0.2970585463454832,1
0.3343007229732659,0.3401554546512202,0.24661797360396862,1
0.3481297617929237,0.33027298825576235,0.20459170117311906,1
0.08789776195862825,0.10057572455287815,0.28250421845616486,1
0.057064302445220844,0.07801547473235214,0.30999939176235414,1
0.31855146356935843,0.31518634140016,0.4202129803572779,1
0.3208855918502696,0.33307024891321435,0.2267927422368953,1
0.2746023863674449,0.34848979033310484,0.4087455584375741,1
0.28609039695012106,0.29947158618775827,0.22090591863714218,1
0.33308845632216527,0.3365086158363125,0.2531817698531326,1
0.08752766031403662,0.0991050114392436,0.15140527549431748,1
0.3993785378358258,0.3838822195494478,0.43206275640041286,1
0.045802296946795676,0.10237497005329389,0.4185578018959484,1
0.12339885181195555,0.11865080798642652,0.21085022218264593,1
0.3332575125649659,0.35517062717948106,0.24243618006196707,1
0.1447854923379469,0.15375469597371577,0.3633673756493927,1
0.3541087190545736,0.34718346571553743,0.5277639408091708,1
0.08142348048899885,0.07567885397425908,0.19421637149383758,1
0.3348299443011167,0.3377812905190586,0.23117805501678085,1
0.12350889068520712,0.09369742799923725,0.5499545870374468,1
0.377015526851329,0.4226227488426261,0.44981188116588233,1
0.33978682950660044,0.38630231284234257,0.6427578444252173,1
0.11942305571382635,0.14393977058076135,0.15083659707971064,1
0.17786683090910665,0.15518004526745827,0.2003966376575502,1
0.1208539448004077,0.14578383620279958,0.5730560388217463,1
0.3222126493325901,0.3279196555462172,0.503859711199675,1
0.1343522053251243,0.1259351330593364,0.223552222066129,1
0.028979151253716348,0.04690657507018274,0.2200428482618042,1
0.18754105946946634,0.23960292974726224,0.5646813369369036,1
0.3375318346872029,0.32243096824398654,0.26727105032456566,1
0.10749926813206764,0.10580401459332399,0.20745168753936422,1
0.1294644342051887,0.1062112826454779,0.1674207147483898,1
0.15154618149531093,0.13059224828643676,0.29890118995941267,1
0.3381737340072659,0.3099690192277745,0.5251961451479619,1
0.3317412776019476,0.3620549120520293,0.3719218941558488,1
0.29692848372749153,0.3030499564422859,0.23640079695568605,1
0.09684975281737469,0.13017512185724409,0.21169122429964507,1
0.35171365717863,0.3807131393277448,0.4665532779233479,1
0.05727921748500831,0.06861769757303605,0.29317083243745085,1
0.39926742587265107,0.40281169623420826,0.4293175400653668,1
0.21270402961987872,0.28348874999514473,0.44319534591384907,1
0.1259235439931604,0.11344603959450861,0.21106476189169007,1
0.14638266768126215,0.13893664050751364,0.21550076540899202,1
0.3438482695507618,0.3433067817100487,0.5284000458620596,1
0.29502994917997244,0.25452110437751696,0.4737013675099051,1
0.04354402986899038,0.06818806937801199,0.17622277487358806,1
0.21054279867111844,0.22258434803157146,1.2838479563244516,1
0.013347275520018635,0.023461502571884025,0.22696538402894212,1
0.1375982734437542,0.15238649170210175,0.3086790842111861,1
0.08991492779674952,0.08114629273373677,0.2159503975152801,1
0.08351300631505103,0.09022370046870881,0.1593490736712137,1
0.09375277060928507,0.1677224039461646,0.322936178260482,1
0.33330074152824696,0.3341266469863968,0.22937721600787717,1
0.06045806590266397,0.07376122054089822,0.3010755659432406,1
0.18185019660544682,0.14447080975886556,0.2067096827754553,1
0.3487294702108806,0.3173512804717325,0.27002294720910863,1
0.15130426704423422,0.14824459608434967,0.2288202108774647,1
0.3172357570321349,0.28413550413345534,0.23789951854167865,1
0.3511977272171385,0.38981458762338855,0.40216701748186845,1
0.29859016809776456,0.3040509705392873,0.25389592466464256,1
0.4180590413687537,0.38823240243957285,0.7640742091531666,1
0.4122689911255188,0.3849283165694529,0.4195578314606779,1
0.12095276007349882,0.20600043125937012,0.3045205627981884,1
0.4000184882688493,0.4214082667774931,0.4054174460352035,1
0.31204382962834576,0.31678643433904435,0.24594116742225344,1
0.32528449907388335,0.3309823334042175,0.5531920885389493,1
0.3253580982079293,0.34200557722547686,0.30070189492589855,1
0.08991533619701289,0.09464073135323608,0.8357932756447046,1
0.2948514421387123,0.2906790951244097,0.5799872282498183,1
0.13394585797594757,0.14117396726253695,0.1820478787441023,1
0.12547033255817414,0.14619940351865018,0.541149708234206,1
0.10930707700482238,0.08458997996274593,0.5160924039491579,1
0.023382991910743185,0.026184870489568596,0.21251932963730277,1
0.2695310951017627,0.2721310977521328,0.5894662678388146,1
0.1660624232635191,0.1542943316351885,0.2014667225286403,1
0.11689484062300345,0.15379684764521,0.22743386016709527,1
0.3684950086297978,0.34908717695728536,0.24825980828096253,1
0.3525683576707325,0.361597424716983,0.2518637865942739,1
0.2811828121906058,0.3196447340080944,0.3555751818666545,1
0.1684795642454377,0.14386618433439188,0.21489381155438114,1
0.1300797214458555,0.1396930446281661,0.2244848915212628,1
0.3415894239998632,0.36437224064978635,0.4078626697649416,1
0.3833791697297313,0.36373130479837484,0.4458522203140189,1
0.02895420800227361,0.03933386603239754,0.27659835225285595,1
0.09113570267082088,0.08961285546249195,0.20683376694101524,1
0.309761560955586,0.30336401844165745,0.2385360967466116,1
0.022829811904002767,0.028061489321173454,0.2080127399806468,1
0.3020788562944227,0.2666356157105092,0.2374559398555738,1
0.20643288427949588,0.20784286830414572,0.23946536709661842,1
0.11293587624884473,0.13369644341521522,0.20403130414801948,1
0.1261271246043275,0.1314790147903283,0.19251236037632583,1
0.11984027690120963,0.1191237815930655,0.20079522045827874,1
0.11085914412306981,0.14236291871216797,0.2353032764740121,1
0.11047727405027283,0.132885211037749,0.27046231086956374,1
0.15925332586137844,0.23191055882058298,0.40809266914722864,1
0.3733117320311893,0.3486541177025744,0.21175527474011538,1
0.028865227241927797,0.03263301557011154,0.21453698269765617,1
0.31968092572625917,0.31906022305142273,0.2345016215337014,1
0.0545956344183528,0.06697364759812992,0.24921391095328477,1
0.3522199624348987,0.34734206741061036,0.23337331052321916,1
0.06315383458059698,0.0770064484911241,0.30390499634333873,1
0.10215089633467883,0.03638842805616443,0.6457710722151563,1
0.2653949780376897,0.135377722822049,0.4875080065121877,1
0.050911227766392154,0.05341011966918678,0.20121005380597407,1
0.3320875017772955,0.3133237678922127,0.20106725078820778,1
0.30234276016707357,0.2897138687712354,0.5509901781759876,1
0.025926083893292547,0.02839163019645593,0.2007908004838494,1
0.13237110839038418,0.13514939264076792,0.20526186126911128,1
0.3683037582934135,0.35867729503849977,0.224890489193567,1
0.07893344171182695,0.09555491336849976,0.2084109129995386,1
0.31829987998910814,0.30208089442759123,1.4748169556338346,1
0.10636211203224491,0.13061716669352733,0.28833562015070713,1
0.3422745063844996,0.3676897284490591,0.5037279215906534,1
0.11733973923123228,0.1371209632644297,0.22946407398235144,1
0.2820336892995483,0.27205232998843865,0.24400763290457372,1
0.3052693401815555,0.31106649064104214,0.4905973355154989,1
0.29156352543517333,0.24011336986340787,0.2420511788734986,1
0.24816662618621207,0.19747000098357748,0.22972340385731124,1
0.3543885239821326,0.3486752995120941,0.25672204805441,1
0.0773135231556089,0.08866856747476483,0.31739104489720726,1
0.3415491534795085,0.36976304304705093,0.35113795319112706,1
0.3507928340760184,0.3425150834979781,0.2403890228857902,1
0.08708954444494751,0.09067496740691829,0.5691782807424357,1
0.3508437461365053,0.3521939216359486,0.23380611276665722,1
0.1497901365055049,0.14882622056292713,0.17765218634753288,1
0.3068469650350603,0.3075907294743299,0.2188629067194973,1
0.3318712666563918,0.3303793251730824,0.2522129055491509,1
0.06781641253185845,0.10231291100599761,0.23700444180909178,1
0.12968218741304854,0.17056285833304674,0.21126043247305626,1
0.14464372794552594,0.10790599797292195,0.23405558776790217,1
0.10520605093394225,0.0931064304569728,0.19849993113335157,1
0.30196827395389625,0.2828449053813987,0.2057370139932264,1
0.4302448245102194,0.4124872539171622,0.41408121869371073,1
0.3181390954286654,0.29051569880864414,0.5435757351540136,1
0.13159845641403384,0.1389167903148947,0.15136434615347888,1
0.2747500954995637,0.2744874392998047,0.2874857090632085,1
0.04614169881827661,0.05275400935592079,0.2586359659298931,1
0.05590586813151078,0.07918181940574157,0.3067518261947273,1
