MAR,Label
0.128207734,1
0.191098455,1
0.205959593,1
0.494508933,1
0.229991608,1
0.230118026,1
0.272558221,1
0.183513987,1
0.556809855,1
0.211249443,1
0.350749939,1
0.946415203,1
0.202805725,1
0.296600274,1
0.27296986,1
0.225969159,1
0.231275837,1
0.144263088,1
0.248169746,1
1.777925533,1
0.4541105,1
0.165801603,1
0.249647056,1
0.222934186,1
0.240352331,1
0.5493158,1
0.268299501,1
0.273282419,1
0.225322886,1
0.278764666,1
0.531568326,1
0.1939707,1
0.54925191,1
0.286212343,1
0.451877475,1
0.603739242,1
0.448240025,1
0.240640556,1
0.155758468,1
0.421929237,1
0.222464221,1
0.236709525,1
0.069850145,1
0.422992295,1
0.218083215,1
0.226449159,1
0.250249689,1
0.189167453,1
0.206790969,1
0.195956245,1
0.224507979,1
0.192545271,1
0.400363767,1
0.280088485,1
0.251356602,1
0.212675522,1
0.274859074,1
0.466921335,1
0.210364353,1
0.377765184,1
0.244491437,1
0.185300173,1
0.182048534,1
0.247322689,1
0.297058546,1
0.246617974,1
0.204591701,1
0.282504218,1
0.309999392,1
0.42021298,1
0.226792742,1
0.408745558,1
0.220905919,1
0.25318177,1
0.151405275,1
0.432062756,1
0.418557802,1
0.210850222,1
0.24243618,1
0.363367376,1
0.527763941,1
0.194216371,1
0.231178055,1
0.549954587,1
0.449811881,1
0.642757844,1
0.150836597,1
0.200396638,1
0.573056039,1
0.503859711,1
0.223552222,1
0.220042848,1
0.564681337,1
0.26727105,1
0.207451688,1
0.167420715,1
0.29890119,1
0.525196145,1
0.371921894,1
0.236400797,1
0.211691224,1
0.466553278,1
0.293170832,1
0.42931754,1
0.443195346,1
0.211064762,1
0.215500765,1
0.528400046,1
0.473701368,1
0.176222775,1
1.283847956,1
0.226965384,1
0.308679084,1
0.215950398,1
0.159349074,1
0.322936178,1
0.229377216,1
0.301075566,1
0.206709683,1
0.270022947,1
0.228820211,1
0.237899519,1
0.402167017,1
0.253895925,1
0.764074209,1
0.419557831,1
0.304520563,1
0.405417446,1
0.245941167,1
0.553192089,1
0.300701895,1
0.835793276,1
0.579987228,1
0.182047879,1
0.541149708,1
0.516092404,1
0.21251933,1
0.589466268,1
0.201466723,1
0.22743386,1
0.248259808,1
0.251863787,1
0.355575182,1
0.214893812,1
0.224484892,1
0.40786267,1
0.44585222,1
0.276598352,1
0.206833767,1
0.238536097,1
0.20801274,1
0.23745594,1
0.239465367,1
0.204031304,1
0.19251236,1
0.20079522,1
0.235303276,1
0.270462311,1
0.408092669,1
0.211755275,1
0.214536983,1
0.234501622,1
0.249213911,1
0.233373311,1
0.303904996,1
0.645771072,1
0.487508007,1
0.201210054,1
0.201067251,1
0.550990178,1
0.2007908,1
0.205261861,1
0.224890489,1
0.208410913,1
1.474816956,1
0.28833562,1
0.503727922,1
0.229464074,1
0.244007633,1
0.490597336,1
0.242051179,1
0.229723404,1
0.256722048,1
0.317391045,1
